ICD10,CC,MCE_AGE_CONDITION
M80021A,87.0,age >= 15
M80022A,87.0,age >= 15
M80029A,87.0,age >= 15
M80031A,87.0,age >= 15
M80032A,87.0,age >= 15
M80039A,87.0,age >= 15
M80041A,87.0,age >= 15
M80042A,87.0,age >= 15
M80049A,87.0,age >= 15
M80051A,87.0,age >= 15
M80052A,87.0,age >= 15
M80059A,87.0,age >= 15
M80061A,87.0,age >= 15
M80062A,87.0,age >= 15
M80069A,87.0,age >= 15
M80071A,87.0,age >= 15
M80072A,87.0,age >= 15
M80079A,87.0,age >= 15
M8008XA,87.0,age >= 15
M800AXA,87.0,age >= 15
M800B1A,87.0,age >= 15
M800B2A,87.0,age >= 15
M800B9A,87.0,age >= 15
M8080XA,87.0,
M80811A,87.0,
M80812A,87.0,
M80819A,87.0,
M80821A,87.0,
M80822A,87.0,
M80829A,87.0,
M80831A,87.0,
M80832A,87.0,
M80839A,87.0,
M80841A,87.0,
M80842A,87.0,
M80849A,87.0,
M80851A,87.0,
M80852A,87.0,
M80859A,87.0,
M80861A,87.0,
M80862A,87.0,
M80869A,87.0,
M80871A,87.0,
M80872A,87.0,
M80879A,87.0,
M8088XA,87.0,
M808AXA,87.0,
M808B1A,87.0,
M808B2A,87.0,
M808B9A,87.0,
M810,87.0,age >= 15
M816,87.0,
M818,87.0,
M830,87.0,9 <= age <= 64
M831,87.0,age >= 15
M832,87.0,age >= 15
M833,87.0,age >= 15
M834,87.0,
M835,87.0,age >= 15
M838,87.0,age >= 15
M839,87.0,age >= 15
M8440XA,87.0,
M84411A,87.0,
M84412A,87.0,
M84419A,87.0,
M84421A,87.0,
M84422A,87.0,
M84429A,87.0,
M84431A,87.0,
M84432A,87.0,
M84433A,87.0,
M84434A,87.0,
M84439A,87.0,
M84441A,87.0,
M84442A,87.0,
M84443A,87.0,
M84444A,87.0,
M84445A,87.0,
M84446A,87.0,
M84451A,87.0,
M84452A,87.0,
M84453A,87.0,
M84454A,87.0,
M84459A,87.0,
M84461A,87.0,
M84462A,87.0,
M84463A,87.0,
M84464A,87.0,
M84469A,87.0,
M84471A,87.0,
M84472A,87.0,
M84473A,87.0,
M84474A,87.0,
M84475A,87.0,
M84476A,87.0,
M84477A,87.0,
M84478A,87.0,
M84479A,87.0,
M8448XA,87.0,
M8450XA,87.0,
M84511A,87.0,
M84512A,87.0,
M84519A,87.0,
M84521A,87.0,
M84522A,87.0,
M84529A,87.0,
M84531A,87.0,
M84532A,87.0,
M84533A,87.0,
M84534A,87.0,
M84539A,87.0,
M84541A,87.0,
M84542A,87.0,
M84549A,87.0,
M84550A,87.0,
M84551A,87.0,
M84552A,87.0,
M84553A,87.0,
M84559A,87.0,
M84561A,87.0,
M84562A,87.0,
M84563A,87.0,
M84564A,87.0,
M84569A,87.0,
M84571A,87.0,
M84572A,87.0,
M84573A,87.0,
M84574A,87.0,
M84575A,87.0,
M84576A,87.0,
M8458XA,87.0,
M8460XA,87.0,
M84611A,87.0,
M84612A,87.0,
M84619A,87.0,
M84621A,87.0,
M84622A,87.0,
M84629A,87.0,
M84631A,87.0,
M84632A,87.0,
M84633A,87.0,
M84634A,87.0,
M84639A,87.0,
M84641A,87.0,
M84642A,87.0,
M84649A,87.0,
M84650A,87.0,
M84651A,87.0,
M84652A,87.0,
M84653A,87.0,
M84659A,87.0,
M84661A,87.0,
M84662A,87.0,
M84663A,87.0,
M84664A,87.0,
M84669A,87.0,
M84671A,87.0,
M84672A,87.0,
M84673A,87.0,
M84674A,87.0,
M84675A,87.0,
M84676A,87.0,
M8468XA,87.0,
M8700,80.0,
M87011,80.0,
M87012,80.0,
M87019,80.0,
M87021,80.0,
M87022,80.0,
M87029,80.0,
M87031,80.0,
M87032,80.0,
M87033,80.0,
M87034,80.0,
M87035,80.0,
M87036,80.0,
M87037,80.0,
M87038,80.0,
M87039,80.0,
M87041,80.0,
M87042,80.0,
M87043,80.0,
M87044,80.0,
M87045,80.0,
M87046,80.0,
M87050,80.0,
M87051,80.0,
M87052,80.0,
M87059,80.0,
M87061,80.0,
M87062,80.0,
M87063,80.0,
M87064,80.0,
M87065,80.0,
M87066,80.0,
M87071,80.0,
M87072,80.0,
M87073,80.0,
M87074,80.0,
M87075,80.0,
M87076,80.0,
M87077,80.0,
M87078,80.0,
M87079,80.0,
M8708,80.0,
M8709,80.0,
M8710,80.0,
M87111,80.0,
M87112,80.0,
M87119,80.0,
M87121,80.0,
M87122,80.0,
M87129,80.0,
M87131,80.0,
M87132,80.0,
M87133,80.0,
M87134,80.0,
M87135,80.0,
M87136,80.0,
M87137,80.0,
M87138,80.0,
M87139,80.0,
M87141,80.0,
M87142,80.0,
M87143,80.0,
M87144,80.0,
M87145,80.0,
M87146,80.0,
M87150,80.0,
M87151,80.0,
M87152,80.0,
M87159,80.0,
M87161,80.0,
M87162,80.0,
M87163,80.0,
M87164,80.0,
M87165,80.0,
M87166,80.0,
M87171,80.0,
M87172,80.0,
M87173,80.0,
M87174,80.0,
M87175,80.0,
M87176,80.0,
M87177,80.0,
M87178,80.0,
M87179,80.0,
M87180,80.0,
M87188,80.0,
M8719,80.0,
M8720,80.0,
M87211,80.0,
M87212,80.0,
M87219,80.0,
M87221,80.0,
M87222,80.0,
M87229,80.0,
M87231,80.0,
M87232,80.0,
M87233,80.0,
M87234,80.0,
M87235,80.0,
M87236,80.0,
M87237,80.0,
M87238,80.0,
M87239,80.0,
M87241,80.0,
M87242,80.0,
M87243,80.0,
M87244,80.0,
M87245,80.0,
M87246,80.0,
M87250,80.0,
M87251,80.0,
M87252,80.0,
M87256,80.0,
M87261,80.0,
M87262,80.0,
M87263,80.0,
M87264,80.0,
M87265,80.0,
M87266,80.0,
M87271,80.0,
M87272,80.0,
M87273,80.0,
M87274,80.0,
M87275,80.0,
M87276,80.0,
M87277,80.0,
M87278,80.0,
M87279,80.0,
M8728,80.0,
M8729,80.0,
M8730,80.0,
M87311,80.0,
M87312,80.0,
M87319,80.0,
M87321,80.0,
M87322,80.0,
M87329,80.0,
M87331,80.0,
M87332,80.0,
M87333,80.0,
M87334,80.0,
M87335,80.0,
M87336,80.0,
M87337,80.0,
M87338,80.0,
M87339,80.0,
M87341,80.0,
M87342,80.0,
M87343,80.0,
M87344,80.0,
M87345,80.0,
M87346,80.0,
M87350,80.0,
M87351,80.0,
M87352,80.0,
M87353,80.0,
M87361,80.0,
M87362,80.0,
M87363,80.0,
M87364,80.0,
M87365,80.0,
M87366,80.0,
M87371,80.0,
M87372,80.0,
M87373,80.0,
M87374,80.0,
M87375,80.0,
M87376,80.0,
M87377,80.0,
M87378,80.0,
M87379,80.0,
M8738,80.0,
M8739,80.0,
M8780,80.0,
M87811,80.0,
M87812,80.0,
M87819,80.0,
M87821,80.0,
M87822,80.0,
M87829,80.0,
M87831,80.0,
M87832,80.0,
M87833,80.0,
M87834,80.0,
M87835,80.0,
M87836,80.0,
M87837,80.0,
M87838,80.0,
M87839,80.0,
M87841,80.0,
M87842,80.0,
M87843,80.0,
M87844,80.0,
M87845,80.0,
M87849,80.0,
M87850,80.0,
M87851,80.0,
M87852,80.0,
M87859,80.0,
M87861,80.0,
M87862,80.0,
M87863,80.0,
M87864,80.0,
M87865,80.0,
M87869,80.0,
M87871,80.0,
M87872,80.0,
M87873,80.0,
M87874,80.0,
M87875,80.0,
M87876,80.0,
M87877,80.0,
M87878,80.0,
M87879,80.0,
M8788,80.0,
M8789,80.0,
M879,80.0,
M9050,80.0,
M90511,80.0,
M90512,80.0,
M90519,80.0,
M90521,80.0,
M90522,80.0,
M90529,80.0,
M90531,80.0,
M90532,80.0,
M90539,80.0,
M90541,80.0,
M90542,80.0,
M90549,80.0,
M90551,80.0,
M90552,80.0,
M90559,80.0,
M90561,80.0,
M90562,80.0,
M90569,80.0,
M90571,80.0,
M90572,80.0,
M90579,80.0,
M9058,80.0,
M9059,80.0,
N184,263.0,
N185,262.0,
N186,261.0,
N250,87.0,
N251,43.0,
N2581,43.0,
N262,187.0,
Q000,155.0,
Q001,155.0,
Q002,155.0,
Q010,155.0,
Q011,155.0,
Q012,155.0,
Q018,155.0,
Q019,155.0,
Q02,155.0,
Q030,155.0,
Q031,155.0,
Q038,155.0,
Q039,155.0,
Q040,155.0,
Q041,155.0,
Q042,155.0,
Q043,155.0,
Q044,155.0,
Q045,155.0,
Q046,155.0,
Q048,155.0,
Q049,155.0,
Q050,155.0,
Q051,155.0,
Q052,155.0,
Q053,155.0,
Q054,155.0,
Q055,155.0,
Q056,155.0,
Q057,155.0,
Q058,155.0,
Q059,155.0,
Q060,155.0,
Q061,155.0,
Q062,155.0,
Q063,155.0,
Q064,155.0,
Q068,155.0,
Q069,155.0,
Q0700,155.0,
Q0701,155.0,
Q0702,155.0,
Q0703,155.0,
Q078,155.0,
Q079,155.0,
Q200,191.0,
Q201,191.0,
Q202,191.0,
Q203,191.0,
Q204,191.0,
Q205,191.0,
Q208,191.0,
Q210,191.0,
Q2120,191.0,
Q2121,191.0,
Q2122,191.0,
Q2123,191.0,
Q213,191.0,
Q220,191.0,
Q234,191.0,
Q245,188.0,
Q250,191.0,
Q255,191.0,
Q2571,191.0,
Q260,191.0,
Q261,191.0,
Q262,191.0,
Q263,191.0,
Q264,191.0,
Q268,191.0,
Q269,191.0,
Q7960,84.0,
Q7961,84.0,
Q7962,84.0,
Q7963,84.0,
Q7969,84.0,
Q851,22.0,
Q8581,22.0,
Q8582,22.0,
Q8583,22.0,
Q8589,22.0,
Q859,22.0,
Q8711,148.0,
Q8740,84.0,
Q87410,84.0,
Q87418,84.0,
Q8742,84.0,
Q8743,84.0,
Q8782,84.0,
Q8786,148.0,
Q910,148.0,
Q911,148.0,
Q912,148.0,
Q913,148.0,
Q914,148.0,
Q915,148.0,
Q916,148.0,
Q917,148.0,
Q920,148.0,
Q921,148.0,
Q922,148.0,
Q925,148.0,
Q9261,148.0,
Q9262,148.0,
Q927,148.0,
Q928,148.0,
Q929,148.0,
Q930,148.0,
Q931,148.0,
Q932,148.0,
Q933,148.0,
Q934,148.0,
Q9351,148.0,
Q9352,148.0,
Q9359,148.0,
Q937,148.0,
Q9381,148.0,
Q9382,148.0,
Q9388,148.0,
Q9389,148.0,
Q939,148.0,
Q952,148.0,
Q953,148.0,
Q992,148.0,
R4588,132.0,
T1491XA,132.0,
T360X2A,132.0,
T361X2A,132.0,
T362X2A,132.0,
T363X2A,132.0,
T364X2A,132.0,
T365X2A,132.0,
T366X2A,132.0,
T367X2A,132.0,
T368X2A,132.0,
T3692XA,132.0,
T36AX2A,132.0,
T370X2A,132.0,
T371X2A,132.0,
T372X2A,132.0,
T373X2A,132.0,
T374X2A,132.0,
T375X2A,132.0,
T378X2A,132.0,
T3792XA,132.0,
T380X2A,132.0,
T381X2A,132.0,
T382X2A,132.0,
T383X2A,132.0,
T384X2A,132.0,
T385X2A,132.0,
T386X2A,132.0,
T387X2A,132.0,
T38802A,132.0,
T38812A,132.0,
T38892A,132.0,
T38902A,132.0,
T38992A,132.0,
T39012A,132.0,
T39092A,132.0,
T391X2A,132.0,
T392X2A,132.0,
T39312A,132.0,
T39392A,132.0,
T394X2A,132.0,
T398X2A,132.0,
T3992XA,132.0,
T400X2A,132.0,
T401X2A,132.0,
T402X2A,132.0,
T403X2A,132.0,
T40412A,132.0,
T40422A,132.0,
T40492A,132.0,
T405X2A,132.0,
T40602A,132.0,
T40692A,132.0,
T40712A,132.0,
T40722A,132.0,
T408X2A,132.0,
T40902A,132.0,
T40992A,132.0,
T410X2A,132.0,
T411X2A,132.0,
T41202A,132.0,
T41292A,132.0,
T413X2A,132.0,
T4142XA,132.0,
T415X2A,132.0,
T420X2A,132.0,
T421X2A,132.0,
T422X2A,132.0,
T423X2A,132.0,
T424X2A,132.0,
T425X2A,132.0,
T426X2A,132.0,
T4272XA,132.0,
T428X2A,132.0,
T43012A,132.0,
T43022A,132.0,
T431X2A,132.0,
T43202A,132.0,
T43212A,132.0,
T43222A,132.0,
T43292A,132.0,
T433X2A,132.0,
T434X2A,132.0,
T43502A,132.0,
T43592A,132.0,
T43602A,132.0,
T43612A,132.0,
T43622A,132.0,
T43632A,132.0,
T43642A,132.0,
T43652A,132.0,
T43692A,132.0,
T438X2A,132.0,
T4392XA,132.0,
T440X2A,132.0,
T441X2A,132.0,
T442X2A,132.0,
T443X2A,132.0,
T444X2A,132.0,
T445X2A,132.0,
T446X2A,132.0,
T447X2A,132.0,
T448X2A,132.0,
T44902A,132.0,
T44992A,132.0,
T450X2A,132.0,
T451X2A,132.0,
T452X2A,132.0,
T453X2A,132.0,
T454X2A,132.0,
T45512A,132.0,
T45522A,132.0,
T45602A,132.0,
T45612A,132.0,
T45622A,132.0,
T45692A,132.0,
T457X2A,132.0,
T458X2A,132.0,
T4592XA,132.0,
T45AX2A,132.0,
T460X2A,132.0,
T461X2A,132.0,
T462X2A,132.0,
T463X2A,132.0,
T464X2A,132.0,
T465X2A,132.0,
T466X2A,132.0,
T467X2A,132.0,
T468X2A,132.0,
T46902A,132.0,
T46992A,132.0,
T470X2A,132.0,
T471X2A,132.0,
T472X2A,132.0,
T473X2A,132.0,
T474X2A,132.0,
T475X2A,132.0,
T476X2A,132.0,
T477X2A,132.0,
T478X2A,132.0,
T4792XA,132.0,
T480X2A,132.0,
T481X2A,132.0,
T48202A,132.0,
T48292A,132.0,
T483X2A,132.0,
T484X2A,132.0,
T485X2A,132.0,
T486X2A,132.0,
T48902A,132.0,
T48992A,132.0,
T490X2A,132.0,
T491X2A,132.0,
T492X2A,132.0,
T493X2A,132.0,
T494X2A,132.0,
T495X2A,132.0,
T496X2A,132.0,
T497X2A,132.0,
T498X2A,132.0,
T4992XA,132.0,
T500X2A,132.0,
T501X2A,132.0,
T502X2A,132.0,
T503X2A,132.0,
T504X2A,132.0,
T505X2A,132.0,
T506X2A,132.0,
T507X2A,132.0,
T508X2A,132.0,
T50902A,132.0,
T50912A,132.0,
T50992A,132.0,
T50A12A,132.0,
T50A22A,132.0,
T50A92A,132.0,
T50B12A,132.0,
T50B92A,132.0,
T50Z12A,132.0,
T50Z92A,132.0,
T510X2A,132.0,
T511X2A,132.0,
T512X2A,132.0,
T513X2A,132.0,
T518X2A,132.0,
T5192XA,132.0,
T520X2A,132.0,
T521X2A,132.0,
T522X2A,132.0,
T523X2A,132.0,
T524X2A,132.0,
T528X2A,132.0,
T5292XA,132.0,
T530X2A,132.0,
T531X2A,132.0,
T532X2A,132.0,
T533X2A,132.0,
T534X2A,132.0,
T535X2A,132.0,
T536X2A,132.0,
T537X2A,132.0,
T5392XA,132.0,
T540X2A,132.0,
T541X2A,132.0,
T542X2A,132.0,
T543X2A,132.0,
T5492XA,132.0,
T550X2A,132.0,
T551X2A,132.0,
T560X2A,132.0,
T561X2A,132.0,
T562X2A,132.0,
T563X2A,132.0,
T564X2A,132.0,
T565X2A,132.0,
T566X2A,132.0,
T567X2A,132.0,
T56812A,132.0,
T56822A,132.0,
T56892A,132.0,
T5692XA,132.0,
T570X2A,132.0,
T571X2A,132.0,
T572X2A,132.0,
T573X2A,132.0,
T578X2A,132.0,
T5792XA,132.0,
T5802XA,132.0,
T5812XA,132.0,
T582X2A,132.0,
T588X2A,132.0,
T5892XA,132.0,
T590X2A,132.0,
T591X2A,132.0,
T592X2A,132.0,
T593X2A,132.0,
T594X2A,132.0,
T595X2A,132.0,
T596X2A,132.0,
T597X2A,132.0,
T59812A,132.0,
T59892A,132.0,
T5992XA,132.0,
T600X2A,132.0,
T601X2A,132.0,
T602X2A,132.0,
T603X2A,132.0,
T604X2A,132.0,
T608X2A,132.0,
T6092XA,132.0,
T6102XA,132.0,
T6112XA,132.0,
T61772A,132.0,
T61782A,132.0,
T618X2A,132.0,
T6192XA,132.0,
T620X2A,132.0,
T621X2A,132.0,
T622X2A,132.0,
T628X2A,132.0,
T6292XA,132.0,
T63002A,132.0,
T63012A,132.0,
T63022A,132.0,
T63032A,132.0,
T63042A,132.0,
T63062A,132.0,
T63072A,132.0,
T63082A,132.0,
T63092A,132.0,
T63112A,132.0,
T63122A,132.0,
T63192A,132.0,
T632X2A,132.0,
T63302A,132.0,
T63312A,132.0,
T63322A,132.0,
T63332A,132.0,
T63392A,132.0,
T63412A,132.0,
T63422A,132.0,
T63432A,132.0,
T63442A,132.0,
T63452A,132.0,
T63462A,132.0,
T63482A,132.0,
T63512A,132.0,
T63592A,132.0,
T63612A,132.0,
T63622A,132.0,
T63632A,132.0,
T63692A,132.0,
T63712A,132.0,
T63792A,132.0,
T63812A,132.0,
T63822A,132.0,
T63832A,132.0,
T63892A,132.0,
T6392XA,132.0,
T6402XA,132.0,
T6482XA,132.0,
T650X2A,132.0,
T651X2A,132.0,
T65212A,132.0,
T65222A,132.0,
T65292A,132.0,
T653X2A,132.0,
T654X2A,132.0,
T655X2A,132.0,
T656X2A,132.0,
T65812A,132.0,
T65822A,132.0,
T65832A,132.0,
T65842A,132.0,
T65892A,132.0,
T6592XA,132.0,
T71112A,132.0,
T71122A,132.0,
T71132A,132.0,
T71152A,132.0,
T71162A,132.0,
T71192A,132.0,
T71222A,132.0,
T71232A,132.0,
T81502A,261.0,
T81512A,261.0,
T81522A,261.0,
T81532A,261.0,
T81592A,261.0,
T8241XA,261.0,
T8242XA,261.0,
T8243XA,261.0,
T8249XA,261.0,
T85611A,261.0,
T85621A,261.0,
T85631A,261.0,
T85691A,261.0,
T8571XA,261.0,
T8600,395.0,
T8601,395.0,
T8602,395.0,
T8603,395.0,
T8609,395.0,
T8610,260.0,
T8611,260.0,
T8612,260.0,
T8613,260.0,
T8619,260.0,
T8620,396.0,
T8621,396.0,
T8622,396.0,
T8623,396.0,
T86290,396.0,
T86298,396.0,
T8630,396.0,
T8631,396.0,
T8632,396.0,
T8633,396.0,
T8639,396.0,
T8640,396.0,
T8641,396.0,
T8642,396.0,
T8643,396.0,
T8649,396.0,
T865,395.0,
T86810,396.0,
T86811,396.0,
T86812,396.0,
T86818,396.0,
T86819,396.0,
T86850,396.0,
T86851,396.0,
T86852,396.0,
T86858,396.0,
T86859,396.0,
X710XXA,132.0,
X711XXA,132.0,
X712XXA,132.0,
X713XXA,132.0,
X718XXA,132.0,
X719XXA,132.0,
X72XXXA,132.0,
X730XXA,132.0,
X731XXA,132.0,
X732XXA,132.0,
X738XXA,132.0,
X739XXA,132.0,
X7401XA,132.0,
X7402XA,132.0,
X7409XA,132.0,
X748XXA,132.0,
X749XXA,132.0,
X75XXXA,132.0,
X76XXXA,132.0,
X770XXA,132.0,
X771XXA,132.0,
X772XXA,132.0,
X773XXA,132.0,
X778XXA,132.0,
X779XXA,132.0,
X780XXA,132.0,
X781XXA,132.0,
X782XXA,132.0,
X788XXA,132.0,
X789XXA,132.0,
X79XXXA,132.0,
X80XXXA,132.0,
X810XXA,132.0,
X811XXA,132.0,
X818XXA,132.0,
X820XXA,132.0,
X821XXA,132.0,
X822XXA,132.0,
X828XXA,132.0,
X830XXA,132.0,
X831XXA,132.0,
X832XXA,132.0,
X838XXA,132.0,
Y622,261.0,
Z21,1.0,
Z4821,396.0,
Z4822,260.0,
Z4823,396.0,
Z4824,396.0,
Z48280,396.0,
Z48290,395.0,
Z4901,261.0,
Z4902,261.0,
Z4931,261.0,
Z4932,261.0,
Z794,31.0,
Z91151,261.0,
Z91158,261.0,
Z91A51,261.0,
Z91A58,261.0,
Z940,260.0,
Z941,396.0,
Z942,396.0,
Z943,396.0,
Z944,396.0,
Z9481,395.0,
Z9482,396.0,
Z9483,396.0,
Z9484,395.0,
Z992,261.0,
